Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#139 - >7622_4#42_PspC_58 pspC	non-specific	173412	56	486	4.64949e-10	62.4659	PTZ00121	PTZ00121	N	cl31754
Q#139 - >7622_4#42_PspC_58 pspC	superfamily	173412	56	486	4.64949e-10	62.4659	cl31754	PTZ00121 superfamily	N	 - 
Q#139 - >7622_4#42_PspC_58 pspC	non-specific	411409	480	520	8.01611e-08	55.0881	NF033840	PspC_relate_1	N	cl41464
Q#140 - >7622_4#44_PspC_29 pspC	specific	411407	1	699	0	1029.57	NF033838	PspC_subgroup_1	 - 	cl41462
Q#140 - >7622_4#44_PspC_29 pspC	superfamily	411407	1	699	0	1029.57	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#140 - >7622_4#44_PspC_29 pspC	non-specific	411490	167	698	0	551.824	NF033930	pneumo_PspA	 - 	cl41532
Q#140 - >7622_4#44_PspC_29 pspC	superfamily	411490	167	698	0	551.824	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#140 - >7622_4#44_PspC_29 pspC	non-specific	411409	541	698	2.37705e-73	249.999	NF033840	PspC_relate_1	N	cl41464
Q#140 - >7622_4#44_PspC_29 pspC	superfamily	411409	541	698	2.37705e-73	249.999	cl41464	PspC_relate_1 superfamily	N	 - 
Q#140 - >7622_4#44_PspC_29 pspC	specific	227588	318	698	1.07529e-66	222.039	COG5263	COG5263	 - 	cl34963
Q#140 - >7622_4#44_PspC_29 pspC	superfamily	227588	318	698	1.07529e-66	222.039	cl34963	COG5263 superfamily	 - 	 - 
Q#140 - >7622_4#44_PspC_29 pspC	non-specific	411408	1	443	5.87222e-34	137.206	NF033839	PspC_subgroup_2	 - 	cl41463
Q#140 - >7622_4#44_PspC_29 pspC	superfamily	411408	1	443	5.87222e-34	137.206	cl41463	PspC_subgroup_2 superfamily	 - 	 - 
Q#140 - >7622_4#44_PspC_29 pspC	specific	428286	56	128	3.28676e-19	82.4191	pfam05062	RICH	 - 	cl04916
Q#140 - >7622_4#44_PspC_29 pspC	superfamily	428286	56	128	3.28676e-19	82.4191	cl04916	RICH superfamily	 - 	 - 
Q#140 - >7622_4#44_PspC_29 pspC	non-specific	173412	180	460	1.76945e-13	74.4071	PTZ00121	PTZ00121	N	cl31754
Q#140 - >7622_4#44_PspC_29 pspC	superfamily	173412	180	460	1.76945e-13	74.4071	cl31754	PTZ00121 superfamily	N	 - 
Q#140 - >7622_4#44_PspC_29 pspC	specific	273479	2	39	6.83058e-13	62.885	TIGR01168	YSIRK_signal	 - 	cl22626
Q#140 - >7622_4#44_PspC_29 pspC	superfamily	451412	2	39	6.83058e-13	62.885	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#141 - >7622_4#47_PspA_22 pspA	non-specific	411490	1	498	0	583.41	NF033930	pneumo_PspA	 - 	cl41532
Q#141 - >7622_4#47_PspA_22 pspA	superfamily	411490	1	498	0	583.41	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#141 - >7622_4#47_PspA_22 pspA	non-specific	411407	29	495	1.57804e-72	242.993	NF033838	PspC_subgroup_1	 - 	cl41462
Q#141 - >7622_4#47_PspA_22 pspA	superfamily	411407	29	495	1.57804e-72	242.993	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#141 - >7622_4#47_PspA_22 pspA	non-specific	411409	411	496	4.59593e-51	184.13	NF033840	PspC_relate_1	N	cl41464
Q#141 - >7622_4#47_PspA_22 pspA	superfamily	411409	411	496	4.59593e-51	184.13	cl41464	PspC_relate_1 superfamily	N	 - 
Q#141 - >7622_4#47_PspA_22 pspA	non-specific	411409	411	497	1.68542e-33	134.054	NF033840	PspC_relate_1	N	cl41464
Q#141 - >7622_4#47_PspA_22 pspA	non-specific	227588	370	498	7.52073e-33	127.28	COG5263	COG5263	NC	cl34963
Q#141 - >7622_4#47_PspA_22 pspA	superfamily	227588	370	498	7.52073e-33	127.28	cl34963	COG5263 superfamily	NC	 - 
Q#141 - >7622_4#47_PspA_22 pspA	non-specific	173412	30	381	1.56517e-13	73.6367	PTZ00121	PTZ00121	NC	cl31754
Q#141 - >7622_4#47_PspA_22 pspA	superfamily	173412	30	381	1.56517e-13	73.6367	cl31754	PTZ00121 superfamily	NC	 - 
Q#141 - >7622_4#47_PspA_22 pspA	specific	436991	430	471	2.96129e-11	58.311	pfam19127	Choline_bind_3	 - 	cl41112
Q#141 - >7622_4#47_PspA_22 pspA	superfamily	436991	430	471	2.96129e-11	58.311	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#141 - >7622_4#47_PspA_22 pspA	non-specific	274008	54	321	3.76837e-09	59.2998	TIGR02168	SMC_prok_B	C	cl37069
Q#141 - >7622_4#47_PspA_22 pspA	superfamily	274008	54	321	3.76837e-09	59.2998	cl37069	SMC_prok_B superfamily	C	 - 
Q#141 - >7622_4#47_PspA_22 pspA	non-specific	411409	410	495	8.39587e-08	54.7029	NF033840	PspC_relate_1	N	cl41464
Q#142 - >7622_4#8_PspA_1 pspA	non-specific	411490	1	546	0	672.006	NF033930	pneumo_PspA	 - 	cl41532
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	411490	1	546	0	672.006	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#142 - >7622_4#8_PspA_1 pspA	non-specific	411407	127	546	8.58495e-79	261.097	NF033838	PspC_subgroup_1	N	cl41462
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	411407	127	546	8.58495e-79	261.097	cl41462	PspC_subgroup_1 superfamily	N	 - 
Q#142 - >7622_4#8_PspA_1 pspA	non-specific	411409	392	546	1.92178e-66	227.272	NF033840	PspC_relate_1	N	cl41464
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	411409	392	546	1.92178e-66	227.272	cl41464	PspC_relate_1 superfamily	N	 - 
Q#142 - >7622_4#8_PspA_1 pspA	specific	227588	262	546	6.90284e-58	195.461	COG5263	COG5263	 - 	cl34963
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	227588	262	546	6.90284e-58	195.461	cl34963	COG5263 superfamily	 - 	 - 
Q#142 - >7622_4#8_PspA_1 pspA	non-specific	274009	186	360	7.66152e-14	74.7191	TIGR02169	SMC_prok_A	NC	cl37070
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	274009	186	360	7.66152e-14	74.7191	cl37070	SMC_prok_A superfamily	NC	 - 
Q#142 - >7622_4#8_PspA_1 pspA	specific	436991	468	512	3.35656e-13	63.7038	pfam19127	Choline_bind_3	 - 	cl41112
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	436991	468	512	3.35656e-13	63.7038	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#142 - >7622_4#8_PspA_1 pspA	non-specific	235175	186	366	8.04856e-08	55.0699	PRK03918	PRK03918	NC	cl35229
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	235175	186	366	8.04856e-08	55.0699	cl35229	PRK03918 superfamily	NC	 - 
Q#142 - >7622_4#8_PspA_1 pspA	non-specific	214922	251	315	1.97577e-05	44.4966	smart00935	OmpH	C	cl33403
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	214922	251	315	1.97577e-05	44.4966	cl33403	OmpH superfamily	C	 - 
Q#142 - >7622_4#8_PspA_1 pspA	non-specific	411100	394	427	0.000971624	41.9871	NF033186	internalin_K	N	cl40325
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	411100	394	427	0.000971624	41.9871	cl40325	internalin_K superfamily	N	 - 
Q#142 - >7622_4#8_PspA_1 pspA	non-specific	439154	186	325	0.00477516	39.2751	cd22656	ClyA_Cry6Aa-like	NC	cl45899
Q#142 - >7622_4#8_PspA_1 pspA	superfamily	459244	186	325	0.00477516	39.2751	cl45899	ClyA-like superfamily	NC	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	non-specific	429548	1155	1907	0	881.139	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#143 - >7622_4#8_zmpA_0 zmpA	superfamily	429548	1155	1907	0	881.139	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	non-specific	428430	611	841	3.4045e-76	253.372	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#143 - >7622_4#8_zmpA_0 zmpA	superfamily	428430	611	841	3.4045e-76	253.372	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	non-specific	411408	268	626	7.4783e-16	82.8928	NF033839	PspC_subgroup_2	N	cl41463
Q#143 - >7622_4#8_zmpA_0 zmpA	superfamily	411408	268	626	7.4783e-16	82.8928	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	specific	429496	319	392	8.51983e-16	73.741	pfam07501	G5	 - 	cl38232
Q#143 - >7622_4#8_zmpA_0 zmpA	superfamily	429496	319	392	8.51983e-16	73.741	cl38232	G5 superfamily	 - 	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	non-specific	411408	1	621	8.81704e-16	82.8928	NF033839	PspC_subgroup_2	 - 	cl41463
Q#143 - >7622_4#8_zmpA_0 zmpA	specific	273479	3	40	1.2572e-09	55.1811	TIGR01168	YSIRK_signal	 - 	cl22626
Q#143 - >7622_4#8_zmpA_0 zmpA	superfamily	451412	3	40	1.2572e-09	55.1811	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	non-specific	226111	239	395	1.38297e-08	58.6592	COG3583	YabE	N	cl34636
Q#143 - >7622_4#8_zmpA_0 zmpA	superfamily	226111	239	395	1.38297e-08	58.6592	cl34636	YabE superfamily	N	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	non-specific	236766	400	572	9.93621e-07	53.8901	PRK10811	rne	N	cl35953
Q#143 - >7622_4#8_zmpA_0 zmpA	superfamily	236766	400	572	9.93621e-07	53.8901	cl35953	rne superfamily	N	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	specific	428049	7	32	6.69877e-06	44.2975	pfam04650	YSIRK_signal	 - 	cl22626
Q#143 - >7622_4#8_zmpA_0 zmpA	non-specific	273344	367	632	4.35836e-05	48.8384	TIGR00927	2A1904	N	cl36772
Q#143 - >7622_4#8_zmpA_0 zmpA	superfamily	273344	367	632	4.35836e-05	48.8384	cl36772	2A1904 superfamily	N	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	specific	366278	88	131	5.43409e-05	42.1428	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#143 - >7622_4#8_zmpA_0 zmpA	superfamily	390217	88	131	5.43409e-05	42.1428	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#143 - >7622_4#8_zmpA_0 zmpA	non-specific	411408	325	629	0.000363672	45.5285	NF033839	PspC_subgroup_2	C	cl41463
Q#143 - >7622_4#8_zmpA_0 zmpA	specific	273478	95	128	0.00185915	37.455	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	non-specific	428430	622	721	1.76296e-23	100.063	pfam05342	Peptidase_M26_N	C	cl12306
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	superfamily	428430	622	721	1.76296e-23	100.063	cl12306	Peptidase_M26_N superfamily	C	 - 
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	specific	429496	319	392	1.30446e-12	63.3406	pfam07501	G5	 - 	cl38232
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	superfamily	429496	319	392	1.30446e-12	63.3406	cl38232	G5 superfamily	 - 	 - 
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	specific	273479	3	40	2.67692e-10	55.5663	TIGR01168	YSIRK_signal	 - 	cl22626
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	superfamily	451412	3	40	2.67692e-10	55.5663	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	non-specific	411408	256	626	2.67533e-07	54.0029	NF033839	PspC_subgroup_2	N	cl41463
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	superfamily	411408	256	626	2.67533e-07	54.0029	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	non-specific	226111	239	395	2.96235e-07	52.8812	COG3583	YabE	N	cl34636
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	superfamily	226111	239	395	2.96235e-07	52.8812	cl34636	YabE superfamily	N	 - 
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	specific	428049	7	32	1.10249e-06	45.0679	pfam04650	YSIRK_signal	 - 	cl22626
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	specific	366278	88	131	2.13101e-05	42.1428	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	superfamily	390217	88	131	2.13101e-05	42.1428	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	non-specific	236766	400	572	2.36735e-05	47.7269	PRK10811	rne	N	cl35953
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	superfamily	236766	400	572	2.36735e-05	47.7269	cl35953	rne superfamily	N	 - 
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	non-specific	411408	368	621	0.00010523	45.5285	NF033839	PspC_subgroup_2	N	cl41463
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	specific	273478	95	128	0.000704808	37.455	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	non-specific	273344	367	632	0.00111831	42.29	TIGR00927	2A1904	N	cl36772
Q#144 - >7622_4#8_zmpA_0_s1 zmpA	superfamily	273344	367	632	0.00111831	42.29	cl36772	2A1904 superfamily	N	 - 
Q#145 - >7622_4#8_zmpA_0_s2 zmpA	non-specific	428430	57	287	4.64041e-76	246.824	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#145 - >7622_4#8_zmpA_0_s2 zmpA	superfamily	428430	57	287	4.64041e-76	246.824	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#145 - >7622_4#8_zmpA_0_s2 zmpA	non-specific	429548	601	804	7.30551e-60	216.67	pfam07580	Peptidase_M26_C	C	cl06563
Q#145 - >7622_4#8_zmpA_0_s2 zmpA	superfamily	429548	601	804	7.30551e-60	216.67	cl06563	Peptidase_M26_C superfamily	C	 - 
Q#146 - >7622_4#8_zmpA_0_s3 zmpA	non-specific	429548	1	716	0	826.44	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#146 - >7622_4#8_zmpA_0_s3 zmpA	superfamily	429548	1	716	0	826.44	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	specific	429548	1073	1808	0	1010.95	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	429548	1073	1808	0	1010.95	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	specific	428430	519	766	1.57751e-97	314.619	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	428430	519	766	1.57751e-97	314.619	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	specific	429496	377	452	2.45016e-18	80.6745	pfam07501	G5	 - 	cl38232
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	429496	377	452	2.45016e-18	80.6745	cl38232	G5 superfamily	 - 	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411408	199	427	4.0375e-15	80.5816	NF033839	PspC_subgroup_2	N	cl41463
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	411408	199	427	4.0375e-15	80.5816	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	223003	180	371	2.28792e-13	74.2367	PHA03169	PHA03169	C	cl27451
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	223003	180	371	2.28792e-13	74.2367	cl27451	PHA03169 superfamily	C	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	226111	341	482	2.8757e-13	72.5264	COG3583	YabE	N	cl34636
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	226111	341	482	2.8757e-13	72.5264	cl34636	YabE superfamily	N	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411408	181	361	2.18366e-12	71.7221	NF033839	PspC_subgroup_2	N	cl41463
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411408	160	376	2.40867e-11	68.6405	NF033839	PspC_subgroup_2	NC	cl41463
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	115071	188	373	2.87609e-11	66.0425	pfam06390	NESP55	N	cl25759
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	115071	188	373	2.87609e-11	66.0425	cl25759	NESP55 superfamily	N	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411407	164	404	1.03164e-10	66.5714	NF033838	PspC_subgroup_1	NC	cl41462
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	411407	164	404	1.03164e-10	66.5714	cl41462	PspC_subgroup_1 superfamily	NC	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	223880	200	338	4.84028e-09	59.0288	COG0810	TonB	C	cl34047
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	223880	200	338	4.84028e-09	59.0288	cl34047	TonB superfamily	C	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411408	179	457	1.50414e-07	56.3141	NF033839	PspC_subgroup_2	N	cl41463
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411407	155	311	1.69029e-07	56.1711	NF033838	PspC_subgroup_1	NC	cl41462
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411439	251	535	2.95115e-07	55.8724	NF033875	Agg_substance	C	cl41491
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	411439	251	535	2.95115e-07	55.8724	cl41491	Agg_substance superfamily	C	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	274041	203	383	1.54967e-06	52.0013	TIGR02223	ftsN	C	cl37078
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	274041	203	383	1.54967e-06	52.0013	cl37078	ftsN superfamily	C	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411408	169	302	2.80274e-06	52.0769	NF033839	PspC_subgroup_2	N	cl41463
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411409	4	452	3.05329e-06	52.0065	NF033840	PspC_relate_1	C	cl41464
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	411409	4	452	3.05329e-06	52.0065	cl41464	PspC_relate_1 superfamily	C	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	specific	366278	69	102	8.29762e-06	44.454	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	390217	69	102	8.29762e-06	44.454	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411439	149	367	1.55441e-05	50.0944	NF033875	Agg_substance	C	cl41491
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	411408	151	376	4.54023e-05	48.2249	NF033839	PspC_subgroup_2	C	cl41463
Q#147 - >7622_4#8_zmpB_3 zmpB	non-specific	225711	45	278	0.000140581	46.8303	COG3170	FimV	N	cl34561
Q#147 - >7622_4#8_zmpB_3 zmpB	superfamily	225711	45	278	0.000140581	46.8303	cl34561	FimV superfamily	N	 - 
Q#147 - >7622_4#8_zmpB_3 zmpB	specific	273478	72	102	0.000598082	38.6106	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	428430	519	688	6.9179e-69	225.253	pfam05342	Peptidase_M26_N	C	cl12306
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	428430	519	688	6.9179e-69	225.253	cl12306	Peptidase_M26_N superfamily	C	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	specific	429496	377	452	8.00956e-13	64.111	pfam07501	G5	 - 	cl38232
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	429496	377	452	8.00956e-13	64.111	cl38232	G5 superfamily	 - 	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	226111	341	457	1.965e-10	62.5112	COG3583	YabE	N	cl34636
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	226111	341	457	1.965e-10	62.5112	cl34636	YabE superfamily	N	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	173412	187	456	1.95599e-09	61.3103	PTZ00121	PTZ00121	N	cl31754
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	173412	187	456	1.95599e-09	61.3103	cl31754	PTZ00121 superfamily	N	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	411407	164	404	1.74247e-08	57.7119	NF033838	PspC_subgroup_1	NC	cl41462
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	411407	164	404	1.74247e-08	57.7119	cl41462	PspC_subgroup_1 superfamily	NC	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	411408	199	397	5.03739e-07	52.8473	NF033839	PspC_subgroup_2	N	cl41463
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	411408	199	397	5.03739e-07	52.8473	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	227596	179	399	8.64708e-07	52.6939	COG5271	MDN1	N	cl34967
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	227596	179	399	8.64708e-07	52.6939	cl34967	MDN1 superfamily	N	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	115071	188	373	1.11431e-06	50.6345	pfam06390	NESP55	N	cl25759
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	115071	188	373	1.11431e-06	50.6345	cl25759	NESP55 superfamily	N	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	411407	155	311	4.54505e-06	50.0079	NF033838	PspC_subgroup_1	NC	cl41462
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	411439	251	535	9.84195e-06	48.9388	NF033875	Agg_substance	C	cl41491
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	411439	251	535	9.84195e-06	48.9388	cl41491	Agg_substance superfamily	C	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	411408	164	376	1.13087e-05	48.6101	NF033839	PspC_subgroup_2	NC	cl41463
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	specific	366278	69	102	1.39999e-05	42.528	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	390217	69	102	1.39999e-05	42.528	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	411408	177	361	6.27231e-05	46.2989	NF033839	PspC_subgroup_2	N	cl41463
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	specific	273478	72	102	0.000228182	38.6106	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	411439	149	367	0.000314322	44.3164	NF033875	Agg_substance	C	cl41491
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	411409	170	452	0.000576949	43.1469	NF033840	PspC_relate_1	NC	cl41464
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	411409	170	452	0.000576949	43.1469	cl41464	PspC_relate_1 superfamily	NC	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	273344	153	412	0.00117596	42.29	TIGR00927	2A1904	NC	cl36772
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	273344	153	412	0.00117596	42.29	cl36772	2A1904 superfamily	NC	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	428049	3	26	0.0079854	34.2823	pfam04650	YSIRK_signal	 - 	cl22626
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	451412	3	26	0.0079854	34.2823	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	non-specific	225711	93	278	0.00904095	39.1263	COG3170	FimV	N	cl34561
Q#148 - >7622_4#8_zmpB_3_s1 zmpB	superfamily	225711	93	278	0.00904095	39.1263	cl34561	FimV superfamily	N	 - 
Q#149 - >7622_4#8_zmpB_3_s2 zmpB	non-specific	428430	1	245	7.90069e-98	303.448	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#149 - >7622_4#8_zmpB_3_s2 zmpB	superfamily	428430	1	245	7.90069e-98	303.448	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#149 - >7622_4#8_zmpB_3_s2 zmpB	non-specific	429548	552	772	6.93288e-97	317.207	pfam07580	Peptidase_M26_C	C	cl06563
Q#149 - >7622_4#8_zmpB_3_s2 zmpB	superfamily	429548	552	772	6.93288e-97	317.207	cl06563	Peptidase_M26_C superfamily	C	 - 
Q#150 - >7622_4#8_zmpB_3_s3 zmpB	non-specific	429548	1	682	0	917.733	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#150 - >7622_4#8_zmpB_3_s3 zmpB	superfamily	429548	1	682	0	917.733	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#151 - >7622_5#49_PspC_2 pspC	specific	411407	1	578	0	819.251	NF033838	PspC_subgroup_1	 - 	cl41462
Q#151 - >7622_5#49_PspC_2 pspC	superfamily	411407	1	578	0	819.251	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#151 - >7622_5#49_PspC_2 pspC	non-specific	411490	175	578	8.06468e-96	306.452	NF033930	pneumo_PspA	 - 	cl41532
Q#151 - >7622_5#49_PspC_2 pspC	superfamily	411490	175	578	8.06468e-96	306.452	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#151 - >7622_5#49_PspC_2 pspC	non-specific	411409	473	578	6.4398e-60	210.324	NF033840	PspC_relate_1	N	cl41464
Q#151 - >7622_5#49_PspC_2 pspC	superfamily	411409	473	578	6.4398e-60	210.324	cl41464	PspC_relate_1 superfamily	N	 - 
Q#151 - >7622_5#49_PspC_2 pspC	specific	227588	316	578	8.11985e-50	174.66	COG5263	COG5263	 - 	cl34963
Q#151 - >7622_5#49_PspC_2 pspC	superfamily	227588	316	578	8.11985e-50	174.66	cl34963	COG5263 superfamily	 - 	 - 
Q#151 - >7622_5#49_PspC_2 pspC	non-specific	411408	1	481	3.17287e-20	94.4488	NF033839	PspC_subgroup_2	 - 	cl41463
Q#151 - >7622_5#49_PspC_2 pspC	superfamily	411408	1	481	3.17287e-20	94.4488	cl41463	PspC_subgroup_2 superfamily	 - 	 - 
Q#151 - >7622_5#49_PspC_2 pspC	non-specific	428286	56	128	2.33813e-15	71.2483	pfam05062	RICH	 - 	cl04916
Q#151 - >7622_5#49_PspC_2 pspC	superfamily	428286	56	128	2.33813e-15	71.2483	cl04916	RICH superfamily	 - 	 - 
Q#151 - >7622_5#49_PspC_2 pspC	non-specific	173412	175	487	6.66089e-10	62.4659	PTZ00121	PTZ00121	N	cl31754
Q#151 - >7622_5#49_PspC_2 pspC	superfamily	173412	175	487	6.66089e-10	62.4659	cl31754	PTZ00121 superfamily	N	 - 
